"ഭൗതികപ്രപഞ്ചത്തെ മൊത്തത്തിൽ സൂചിപ്പിക്കുന്ന പദമാണ് പ്രകൃതി (ജർമൻ: Natur, ഫ്രഞ്ച്, ഇംഗ്ലീഷ്: Nature, സ്പാനിഷ്: Naturaleza, പോർച്ചുഗീസ്: Natureza).",Malayalam
"ഇതിലൂടെ കമ്പ്യൂട്ടറുകളെ, നേരിട്ടുള്ള നിർദ്ദേശങ്ങൾ വഴിയല്ലാതെ, ഉദാഹരണങ്ങൾ മാത്രം ഉപയോഗിച്ച് പരിശീലിപ്പിക്കുകയും അത് വഴി തീരുമാനങ്ങളിലെത്താൻ പ്രാപ്തിയാക്കുകയും ചെയ്യുന്നു.",Malayalam
"ഉദാഹരണത്തിന്, ഇമെയിൽ സന്ദേശങ്ങളിൽ നിന്ന് പാഴ്‌മെയിലുകളെയും അല്ലാത്തവയെയും തിരിച്ചറിയാൻ യന്ത്രപഠന സമ്പ്രദായത്തെ പരിശീലിപ്പിക്കുകയാണെങ്കിൽ, പുതുതായി വരുന്ന മെയിൽ സന്ദേശങ്ങളെ പാഴ്‌മെയിലാണോയെന്ന് പരിശോധിച്ച് തരംതിരിക്കാൻ ഇതിലൂടെ സാധിക്കുന്നു.",Malayalam
സാമാന്യവത്കരണത്തെയും പ്രതിപാദനത്തെയും അടിസ്ഥാനമാക്കിയാണ് യന്ത്രപഠന വ്യവസ്ഥിതിയുടെ കാമ്പ് നിലനിൽക്കുന്നത്.,Malayalam
ദത്തവിവര മാതൃകാ ചിത്രീകരണവും ഈ മാതൃകകളിൽ നിന്നും വിലയിരുത്തപ്പെട്ട പ്രവൃത്തികളും എല്ലാ യന്ത്രപഠന വ്യവസ്ഥിതികളുടെയും ഭാഗമാണ്.,Malayalam
ഇതുവരെ കാണാത്ത ദത്തവിവര മാതൃകയിൽപ്പോലും നടപ്പിലാക്കാമെന്ന സവിശേഷതയാണ് സാമാന്യവത്കരണം; ഇത് സാധ്യമാക്കുന്ന അവസ്ഥകളെ കണക്കുകൂട്ടൽ പഠന സിദ്ധാന്ത ശാഖയുടെ ആണിക്കല്ലായി കണക്കാക്കാം.,Malayalam
യന്ത്രപഠനത്തെ ആസ്പദമാക്കി പ്രവർത്തിക്കുന്ന ധാരാളം മേഖലകളുണ്ട്.,Malayalam
"ഉദാഹരണമായി, ഓപ്റ്റിക്കൽ ക്യാരക്റ്റർ രെക്കഗ്നിഷൻ സാങ്കേതികവിദ്യയിൽ പ്രിന്റ് ചെയ്തിരിക്കുന്ന ചിഹ്നങ്ങളെയും അക്ഷരങ്ങളെയും മുൻ മാതൃകകളെ അടിസ്ഥാനമാക്കി യാന്ത്രികമായാണ് വായിച്ച് മനസ്സിലാക്കുന്നത്, ഇത് സാധ്യമാക്കിയത് യന്ത്രപഠനമാണ്.",Malayalam
യന്ത്രപഠനം പ്രധാനമായും മൂന്ന് തരത്തിലാണുള്ളത്.,Malayalam
മാർഗദർശിത യന്ത്രപഠനത്തിൽ മുൻപുള്ള ഉദാഹരണങ്ങളിലെ ഇൻപുട്ട് ഔട്പുട്ട് ബന്ധങ്ങൾ യന്ത്രത്തിൻറെ പരിശീലന ഘട്ടത്തിൽ ലഭ്യമായിരിക്കണം.,Malayalam
വിവരത്തെ പല വിഭാഗങ്ങളായ് വേർതിരിക്കുന്നത് ഈ തത്ത്വം പ്രയോഗിച്ചുകൊണ്ടാണ്.,Malayalam
സ്വയംചലിത യന്ത്രപഠനത്തിലാകട്ടെ ഇൻപുട്ടുകൾ മാത്രം ഉപയോഗിച്ചുകൊണ്ട് ഭാവിയിലെ ഔട്പുട്ട് മൂല്യം അല്ലെങ്കിൽ ഇൻപുട്ട് ഔട്പുട്ട് ബന്ധത്തെക്കുറിച്ച് അറിയാൻ സാധിക്കുന്നു.,Malayalam
ക്ലസ്റ്ററിംഗ് ഈ ഗണത്തിൽപ്പെടുന്നു.,Malayalam
ഒറ്റ നോട്ടത്തിൽ ഒരു ബന്ധവും തോന്നാൻ ഇടയില്ലാത്ത വിവര മാനദണ്ഡങ്ങളെ ചേർത്ത് സാമ്യതയുള്ളവയെ കൂട്ടങ്ങളായി വകതിരിക്കാൻ ക്ലസ്റ്ററിംഗിലൂടെ കഴിയും.,Malayalam
ചുവടുവപ്പ് യന്ത്രപഠനം കൃത്രിമ ബുദ്ധിയുടെ ഒരു പ്രമുഖ വശമാണ്.,Malayalam
ഓരോ ഘട്ടത്തിലും അപ്പപ്പോഴത്തെ മാനദണ്ഡങ്ങൾ വിലയിരുത്തി അടുത്ത നീക്കം ഏറ്റവും ദക്ഷതയോടെ തിരഞ്ഞെടുക്കാൻ യന്ത്രത്തെ പരിശീലിപ്പിക്കുക എന്നതാണ് ഇതിനു പിന്നിലെ തത്ത്വം.,Malayalam
"കളികൾ, ഓൺലൈൻ' പരീക്ഷകൾ, സ്വയംചലിത വാഹന നിർമ്മാണം എന്നീ മേഖലകളിൽ ചുവടുവപ്പ് യന്ത്രപഠനത്തിനു ഏറെ പ്രാധാന്യമുണ്ട്.",Malayalam
പ്രധാനമായും ആറ് ഘടകങ്ങളാണ് ഒരു യന്ത്രപഠന സങ്കേതത്തിൽ ഉണ്ടാവുക ഒരു യന്ത്രപഠന മാതൃകയെ പരിശീലിപ്പിക്കാൻ വലിയ അളവിലുള്ള വിവരം (ഡാറ്റ) ആവശ്യമാണ്.,Malayalam
വിവരം (ഡാറ്റാ) ലഭ്യമല്ലെങ്കിൽ യന്ത്രപഠനം സാധ്യമല്ല.,Malayalam
"ഇന്റർനെറ്റിലും മറ്റും ലഭ്യമായ, ദിവസേന വർദ്ധച്ചുകൊണ്ടിരിക്കുന്ന ഡാറ്റയാണ് ഒരർത്ഥത്തിൽ യന്ത്രപഠനം സാധ്യമാക്കുന്നത്.",Malayalam
ധാരാളം വിവരങ്ങൾ (ഡാറ്റ) ലഭ്യമായാൽ അതിൽ നിന്ന് എന്ത് കർത്തവ്യമാണ് നാം നിർവഹിക്കാൻ പോവുന്നത് എന്ന് മുൻകൂട്ടി തീരുമാനിക്കേണ്ടതുണ്ട്.,Malayalam
"ഉദാഹരണത്തിന് സ്താനാർബുദം ഉണ്ടോ എന്ന് പരിശോധിച്ച ആയിരം രോഗികളുടെ പ്രായം, ട്യൂമറിന്റെ വലിപ്പം അർബുദം ആയിരുന്നോ അല്ലയോ എന്നൊക്കെ ഉള്ള ഡാറ്റ ഉണ്ടെന്ന് കരുതുക.",Malayalam
"പുതിയ ഒരാളുടെ പ്രായം, ട്യൂമറിന്റെ വലിപ്പം എന്നിവ തന്നാൽ അയാൾക്ക് ക്യാൻസർ ഉണ്ടോ ഇല്ലയോ എന്ന് പ്രവചിക്കുകയാകാം ഒരു യന്ത്രപഠന കർത്തവ്യം (Machine Learning Task).",Malayalam
ഇൻപുട്ടിൽ നിന്ന് ഔട്ട്പുട്ടിലേക്കുള്ള ഒരു സങ്കീർണ്ണമായ ഗണിത സമവാക്യം കണ്ടെത്തുകയാണ് യന്ത്രപഠനം ചെയ്യുന്നത്.,Malayalam
"ഈ ഗണിത സമവാക്യത്തിന്റെ സങ്കീർണ്ണത എത്രത്തോളമാവണം, ഏത് മാതൃകയിലുള്ള ഗണിത സമവാക്യം വേണം എന്നതൊക്കെ ഇവിടെ തീരുമാനിക്കപ്പെടുന്നു.",Malayalam
ഉദാഹരണത്തിന് മാതൃ ഒരു രേഖീയസമവാക്യമായിരിക്കണോ (Linear Equation) അതോ ബഹുപദമായിരിക്കണോ (Polynomial) എന്ന് തീരുമാനിക്കപ്പെടുന്നു.,Malayalam
മാതൃക (ഗണിത സമവാക്യത്തിന്റെ മാതൃക) തീരുമാനിച്ച് കഴിഞ്ഞാൽ സമവാക്യത്തിലെ ഗുണാങ്കങ്ങൾ (Parameters) കണ്ടുപിടിക്കലാണ് അടുത്തത്.,Malayalam
"ഗുണാങ്കങ്ങൾക്ക് ആകസ്‌മിക (Random) വിലകൾ നൽകി, വിലകൾക്ക് ചെറിയ മാറ്റങ്ങൾ വരുത്തി പഠനത്തിന് ലഭ്യമായ വിവരങ്ങളലൂടെ കൂടതൽ മെച്ചപ്പെട്ട ഗൂണാങ്കങ്ങളിൽ എത്തിച്ചേരുകയാണ് വേണ്ടത്.",Malayalam
ഇത് സാധിക്കണമെങ്കിൽ നമുക്ക് എത്തിച്ചേരേണ്ട ഉത്തരവും നിലവിൽ പ്രവചിക്കുന്ന ഉത്തരവും തമ്മിലുള്ള അന്തരം നിർവചിക്കണം.,Malayalam
ഈ നിർവചനത്തെയാണ് നഷ്ടം (Loss) എന്ന് വിളിക്കുന്നത്.,Malayalam
"വർഗ്ഗ ശരാശരി നഷ്ടം ( Mean Squared Error), ക്രോസ്സ് എൻട്രോപ്പി ലോസ്സ് (Cross Entropy Loss) എന്നിവയാണ് പൊതുവായി ഉപയോഗിക്കുന്നത്.",Malayalam
ലഭ്യമായ വിവരങ്ങളിലൂടെ ഗണിത സമവാക്യത്തിലെ ഗുണാങ്കങ്ങളുടെ പറ്റുന്നതിൽ ഏറ്റവും മെച്ചപ്പെട്ട വിലകൾ കണ്ടെത്തുന്ന ഘട്ടമാണിത്.,Malayalam
നഷ്ടം (Loss) പരമാവധി കുറഞ്ഞ ഗുണാങ്ക വിലകൾ വേണം കണ്ടെത്താൻ.,Malayalam
ഇതി വിവിധ ഒപ്റ്റിമൈസേഷൻ അൽഗോരിതങ്ങൾ ഉപയോഗിക്കുന്നു.,Malayalam
ഗ്രോഡിയന്റേ ഡിസന്റ് എന്ന അൽഗോരിതം ആണ് വ്യാപകമായി ഇപയോഗിക്കുന്നത്.,Malayalam
പഠനത്തിലൂടെ കണ്ടെത്തിയ യന്ത്രപഠന മാതൃകയുടെ കൃത്യതയെ ഒരു പരിശോധനാ വിവരങ്ങൾ(Test Data Set) വെച്ച് വിലയിരുത്തുന്നു.,Malayalam
"വർഗ്ഗ ശരാശരി നഷ്ടം ( Mean Squared Error), ആക്യുറസി (Accuracy Score) എന്നീ മാനദണ്ഡങ്ങളുപയോഗിച്ചാണ് വിലയിരുത്തൽ നടത്തുന്നത്.",Malayalam
".നാമെല്ലാവരും ഇംഗ്ലീഷിൽ കൂടുതൽ പ്രാവീണ്യമുള്ളവരാകാനുള്ള ദ്രുത വഴികൾ തേടുകയാണ്, എനിക്കറിയാം എന്താണ് സംഭവിക്കുന്നതെന്ന് ഞങ്ങളുടെ തലച്ചോറിനെ ചുറ്റിപ്പറ്റിയുള്ള കുറച്ച് വാക്കുകൾ മാത്രമേ ഉള്ളൂവെന്നും ഈ അത്ഭുതകരമായ രസകരമായ അല്ലെങ്കിൽ ഇതിഹാസം ഉപയോഗിച്ച് ഈ മുഴുവൻ സംഭാഷണവും നടത്തേണ്ടതുണ്ടെന്നും അതിനാൽ ഞങ്ങൾ എങ്ങനെ നിങ്ങളുടെ ദൈനംദിന ജീവിതത്തിൽ ഉപയോഗിക്കാൻ കഴിയുന്ന ചില മികച്ച പുതിയ ഇംഗ്ലീഷ് വാക്കുകൾ മനസിലാക്കുകയും മിനിറ്റുകൾക്കുള്ളിൽ നിങ്ങളുടെ പദാവലി ഉയർത്തുകയും ചെയ്യുക.",Malayalam
"അതിനാൽ ഇന്ന് ഞങ്ങൾ 10 പുതിയ സ്മാർട്ട് പദങ്ങൾ അവയുടെ അർത്ഥങ്ങൾ റൂട്ട് വാക്കുകളും ഉദാഹരണ വാക്യങ്ങളും പഠിക്കാൻ പോകുന്നു, അതിനാൽ നമുക്ക് പോകാം എല്ലാവരേയും ഹേയ് ഇതാണ്, നിങ്ങൾ കാണുന്നു.",Malayalam
ഈ വീഡിയോയിൽ ഞാൻ നിങ്ങൾക്ക് ദൈനംദിന ഉപയോഗത്തിനും ഈ വീഡിയോയുടെ അവസാനത്തിലും 10 മികച്ച വാക്കുകൾ നൽകും.,Malayalam
ശരിക്കും നിഷ്പ്രയാസം സ്മാർട്ട് വേഡ് നമ്പർ നൽകുന്നതിന് ഞാൻ നിങ്ങൾക്ക് ഒരു മികച്ച ടിപ്പ് നൽകും.,Malayalam
ഒന്ന് ചതുപ്പുനിലമാണ് ചതുപ്പുനിലം എന്നാണ് മുങ്ങുക അല്ലെങ്കിൽ വെള്ളപ്പൊക്കം എന്നാൽ ചതുപ്പുനിലം പലപ്പോഴും ഞാൻ പോലുള്ള ജോലിയുടെ പശ്ചാത്തലത്തിൽ ഉപയോഗിക്കുന്നു.,Malayalam
"m ജോലിയിൽ ചതുപ്പുനിലമാണ് എനിക്ക് വളരെയധികം ജോലിയുണ്ട്, ഈ ആഴ്ച മുഴുവൻ എനിക്ക് ജോലിയിൽ ചതുപ്പുനിലമായിട്ടുണ്ട്, എനിക്ക് ശ്വസിക്കാൻ സമയമില്ല, ഇപ്പോൾ ഈ വാക്കിന്റെ മൂലം നോക്കാം.",Malayalam
"ചതുപ്പ് ഒരു തണ്ണീർത്തടമാണ്, ആരെങ്കിലും ചതുപ്പുനിലത്ത് തെറ്റായ സ്ഥലത്ത് കാലെടുത്തുവച്ചാൽ അവർക്ക് എളുപ്പത്തിൽ മുങ്ങാം, ചതുപ്പിന്റെ ക്രിയാപദം അർത്ഥമാക്കുന്നത് മുങ്ങുക എന്നതാണ്, അതിനാൽ നിങ്ങൾക്ക് ഈ പദം എങ്ങനെ ഉപയോഗിക്കാം.",Malayalam
നിങ്ങൾക്ക് ധാരാളം അസൈൻമെന്റുകൾ ഉണ്ടെന്നും നിങ്ങൾക്ക് ഒരു പരീക്ഷണം വരുന്നുണ്ടെന്നും നിങ്ങളുടെ സുഹൃത്തുക്കൾ നിങ്ങളുടെ അടുത്തേക്ക് വരുമെന്നും അവർ പറയുന്നു.,Malayalam
"ഹേയ് എന്തുകൊണ്ടാണ് നിങ്ങൾ ഞങ്ങളുമായി ഹാംഗ് out ട്ട് ചെയ്യാത്തത് എന്ന് നിങ്ങൾക്ക് അവരോട് പറയാൻ കഴിയും എനിക്ക് ക്ഷമിക്കണം, പക്ഷേ ഞാൻ ജോലിയിൽ മുഴുകിയിരിക്കുന്നു അല്ലെങ്കിൽ ചതുപ്പുനിലത്തിന് പകരം നിങ്ങൾക്ക് ഉപയോഗിക്കാവുന്ന മറ്റ് ചില വാക്കുകൾ ഞാൻ ചതുപ്പുനിലമാക്കി.",Malayalam
ചെയ്യാൻ.,Malayalam
എന്റെ പ്ലേറ്റിൽ വളരെയധികം കാര്യങ്ങൾ ഞാൻ ജോലിയിൽ മുങ്ങുന്നു.,Malayalam
"അസൈൻമെന്റുകളിൽ ഞാൻ വ്യാമോഹിതനാണ് സ്മാർട്ട് വേഡ് നമ്പർ രണ്ട് ക്യാച്ച് -22 ആണ്, ഇപ്പോൾ എനിക്ക് ഉറപ്പുണ്ട് ' ക്യാച്ച് -22 ന് മുമ്പ് ഈ വാക്ക് ഞങ്ങൾ കേട്ടിട്ടുണ്ട്, നിങ്ങൾ അസാധ്യമായ ഒരു സാഹചര്യത്തെ അർത്ഥമാക്കുന്നു, അതിൽ നിങ്ങൾ മറ്റൊന്ന് ചെയ്തിട്ടില്ലെങ്കിൽ നിങ്ങൾക്ക് മറ്റൊന്ന് ചെയ്യാൻ കഴിയില്ല, കാരണം നിങ്ങൾ ആദ്യത്തേത് ചെയ്തിട്ടില്ല.",Malayalam
"ഞാൻ നിങ്ങളെ ആശയക്കുഴപ്പത്തിലാക്കി, അതിനാൽ നിങ്ങൾക്ക് പ്രവൃത്തി പരിചയം ഇല്ലാതെ ജോലി ലഭിക്കാത്ത സാഹചര്യമാണ് ഒരു ക്യാച്ച് -22 സാഹചര്യം.",Malayalam
രണ്ടാം ലോക മഹായുദ്ധസമയത്ത് സൈനികർക്ക് ബാധകമായ ചില പരസ്പരവിരുദ്ധമായ നിയമങ്ങൾ വിവരിക്കുമ്പോൾ ജോസഫ് ഹെല്ലർ തന്റെ പ്രസിദ്ധമായ ക്യാച്ച് -22 എന്ന തന്റെ പ്രസിദ്ധമായ പുസ്തകത്തിൽ ക്യാച്ച് -22 സൃഷ്ടിച്ചു.,Malayalam
ക്യാച്ച് -22 ന്റെ മറ്റൊരു ഉദാഹരണം നിങ്ങൾക്ക് ആവശ്യത്തിന് ഇല്ലാത്തതിനാൽ നിങ്ങൾക്ക് ബാങ്ക് വായ്പ ആവശ്യമാണ്.,Malayalam
"പണം എന്നാൽ നിങ്ങൾക്ക് മതിയായ പണമുണ്ടെന്ന് ബാങ്കിനോട് തെളിയിച്ചില്ലെങ്കിൽ നിങ്ങൾക്ക് ആ ബാങ്ക് വായ്പ ലഭിക്കില്ല, അതിനാൽ അടുത്ത തവണ നിങ്ങൾ ഒരു വിഷമകരമായ അവസ്ഥയിൽ കുടുങ്ങുമ്പോൾ ഓർക്കുക.",Malayalam
ക്യാച്ച് -22 എന്ന പദം ഉപയോഗിക്കാൻ.,Malayalam
ക്യാച്ച് -22 ന്റെ സ്ഥാനത്ത് നിങ്ങൾക്ക് ഉപയോഗിക്കാൻ കഴിയുന്ന മറ്റ് വാക്കുകൾ വിരോധാഭാസം അല്ലെങ്കിൽ ധർമ്മസങ്കടമുള്ള സ്മാർട്ട് പദമാണ്.,Malayalam
മൂന്നാം നമ്പർ സുവേ സ്യൂവ് സ്യൂവ് എന്നാൽ മര്യാദയുള്ള തണുത്തവരായിരിക്കാൻ അത്യാധുനികമാണ്.,Malayalam
"നന്നായി പെരുമാറിയ സ്വേവ് എന്ന വാക്കിന് വ്യത്യസ്ത ഉറവിടങ്ങളുണ്ട്, എന്നാൽ ഈ വാക്കിന്റെ വളരെ രസകരമായ ഒരു ഉത്ഭവം മനോഹരമായ അല്ലെങ്കിൽ മധുരമുള്ള രുചിയുടെ ഉദാഹരണമാണ്.",Malayalam
"അവൻ വളരെ സന്നദ്ധനാണ്, പ്രത്യേകിച്ച് സ്ത്രീകൾക്ക് മുന്നിൽ അല്ലെങ്കിൽ ബരാക് ഒബാമ വളരെ ആകർഷകവും മിനുസമുള്ളതുമാണ്, നിങ്ങൾ അടുത്ത തവണ ഒരു പാർട്ടിയിൽ പങ്കെടുക്കുമ്പോൾ ഇപ്പോൾ ഓർക്കുക, അങ്ങനെയുള്ള ഈ വ്യക്തിയെ നിങ്ങൾ കാണുന്നു.",Malayalam
നല്ല പെരുമാറ്റവും സംസ്കാരവും സങ്കീർണ്ണവും.,Malayalam
"ഹേയ് എന്ന് പറയാൻ മറക്കരുത്, ഈ വാക്ക് ഉപയോഗിച്ച് മൂലയിൽത്തന്നെ ആ സുന്ദരൻ ആരാണ് നിങ്ങളുടെ പദാവലി തൽക്ഷണം സൃഷ്ടിക്കും.",Malayalam
വളരെ അങ്ങനെ സ്മാർട്ട് വാക്ക് നമ്പർ നാല് ഒന്നുമില്ല വചനം ക്രോധ ഗുരുതരമായ ആണ് ഗുരുതരമായ മാർഗങ്ങൾ എന്തെങ്കിലും വളരെ മോശമായ ദുസ്വപ്നം കഠിനമായ ക്രൂരവും ഭയാനകമായ കുറ്റകരമായ ഗുരുതരമായ ഒരു ലാറ്റിൻ റൂട്ട് ജ്ഞാനമല്ല മാർഗങ്ങൾ ക്രൂരതയും അതിഭീകരരായ വചനം ഗുരുതരമായ ചില ഉദാഹരണങ്ങൾ ഡൽഹിയിൽ സമീപകാല മാനഭംഗക്കേസുകളിൽ ചെയ്യുന്നു ക്രോധ സൂക്ഷ്മത വിളിച്ചു അല്ലെങ്കിൽ തടവുകാരെ പരിഗണിക്കുന്നു.,Malayalam
"ക്രൂരമായ രീതിയിൽ ചിലപ്പോൾ ജയിലുകളിൽ ക്രൂരമായ ചില ദൈനംദിന തെറ്റുകൾ ചെയ്യുന്നതിനെക്കുറിച്ച് സംസാരിക്കാൻ ദൈനംദിന ജീവിതത്തിൽ ഉപയോഗിക്കുന്നു, നിങ്ങൾ അത് പെരുപ്പിച്ചു കാണിക്കാൻ ആഗ്രഹിക്കുന്നു.",Malayalam
ഉദാഹരണത്തിന് അവന്റെ മേശ മര്യാദ ക്രൂരമായിരുന്നു അല്ലെങ്കിൽ അവളുടെ വസ്ത്രധാരണരീതി വളരെ ക്രൂരമാണ് അല്ലെങ്കിൽ അവന്റെ വ്യാകരണം ക്രൂരമാണ്.,Malayalam
അതിനാൽ അടുത്ത തവണ വാർത്തയിൽ ഭയാനകമായ ഒരു പ്രവൃത്തിയെക്കുറിച്ച് കേൾക്കുമ്പോൾ ഓർമ്മിക്കുക.,Malayalam
"ഇത് ഒരു ക്രൂരമായ പ്രവൃത്തിയാണെന്ന് പറയുകയും പറയുകയും ചെയ്യുക സ്മാർട്ട് വേഡ് നമ്പർ 5 വിഡ്, ിത്തമാണ്, വിഡ്, ിത്തമാണ്, അതിശയകരമായത്, അതിശയകരമായ ആശ്ചര്യപ്പെടുത്തുന്നതാണ്.",Malayalam
"ഇപ്പോൾ ഞങ്ങൾ പലപ്പോഴും ആകർഷണീയമായ പദം ഇവിടെ ഉപയോഗിക്കുന്നു ' ഉദാഹരണമായി ആകർഷണീയമായ സ്റ്റം‌പൻ‌ഡസിനുപകരം നിങ്ങൾ‌ക്ക് ഉപയോഗിക്കാൻ‌ കഴിയുന്ന മറ്റൊരു വാക്ക് ഇന്ന്‌ എന്റെ ടെസ്റ്റിൽ‌ ഒരു മികച്ച സ്കോർ‌ ലഭിച്ചു, അതിനർത്ഥം എനിക്ക് വളരെ ഉയർന്ന സ്കോർ‌ ലഭിച്ചു അല്ലെങ്കിൽ‌.",Malayalam
"എനിക്ക് തികഞ്ഞ ഒരു സ്കോർ ലഭിച്ചു, അതിശക്തമായ പദത്തിന് ക്ലാസിക്കൽ ലാറ്റിൻ വേരുകളുണ്ട്.",Malayalam
"സ്തംഭിച്ചുപോകുന്നത് അതിശയകരമാംവിധം നല്ലത് എന്താണെന്ന് വിവരിക്കാൻ ഉപയോഗിക്കുന്നു, ഉദാഹരണത്തിന് അവൾ ആ വസ്ത്രധാരണത്തിൽ അതിശയകരമായി തോന്നുന്നു അല്ലെങ്കിൽ ഈ ബാൽക്കണിയിൽ നിന്നുള്ള അതിശയകരമായ കാഴ്ച അല്ലെങ്കിൽ ഞാൻ ഈ അതിശയകരമായ പുസ്തകം വായിക്കുന്നു, നിങ്ങൾ എങ്ങനെ പോകുന്നുവെന്നത് കുറിക്കാൻ എനിക്ക് കഴിയില്ല.",Malayalam
പറയുക.,Malayalam
"വിദ്യാർത്ഥികൾക്കായുള്ള ഈ അതിശയകരമായ ചാനലായ നിങ്ങളുടെ ചങ്ങാതിമാരും അതിശയകരമായ ചിലതിന് പകരം നിങ്ങൾക്ക് ഉപയോഗിക്കാൻ കഴിയുന്ന മറ്റ് ചില വാക്കുകളും അവിശ്വസനീയമാംവിധം അതിശയകരമാണ് അല്ലെങ്കിൽ അസാധാരണമായി നല്ലതാണ്, അതിനാൽ ഈ വീഡിയോയിലെ സമതുലിതമായ അഞ്ച് വാക്കുകൾ തുടരുന്നതിന് മുമ്പ് ഈ വീഡിയോയ്ക്ക് കീഴിൽ ഒരു അഭിപ്രായം ഇടാൻ ഓർമ്മിക്കുക.",Malayalam
"ഈ പത്ത് വാക്കുകളിൽ ഏതാണ് നിങ്ങളുടെ പ്രിയപ്പെട്ട സ്മാർട്ട് വേഡ് നമ്പർ ആറ് എന്നത് ഒരു പരിഹാരത്തിലാണ് എന്ന് അർത്ഥമാക്കുന്നതിന് ഒരു പ്രശ്‌നകരമായ അവസ്ഥയിലായിരിക്കുക എന്നതിനർത്ഥം ഉദാഹരണത്തിന് ആൺകുട്ടി ഞാൻ ഒരു പരിഹാരത്തിലാണ്, കാരണം ഇതിനായി രണ്ട് വ്യത്യസ്ത ചങ്ങാതിമാരുമായി ഞാൻ പദ്ധതികൾ തയ്യാറാക്കിയിട്ടുണ്ട് വൈകുന്നേരം.",Malayalam
