Nature  är en framstående brittisk vetenskaplig veckotidskrift som började utges 4 november 1869 och grundades av Norman Lockyer.,Sweedish
Den är världens mest citerade interdisciplinära vetenskapliga tidskrift.,Sweedish
[3] Fler än 1 700 artiklar har över åren författats av drygt 275 nobelpristagare.,Sweedish
[1] De flesta vetenskapliga tidskrifter är numera högt specialiserade men Nature är bland ett fåtal tidskrifter (veckotidskrifterna Science and Proceedings of the National Academy of Sciences är också framstående exempel) som fortfarande publicerar originalartiklar inom ett brett spektrum av vetenskapliga områden.,Sweedish
Det är många vetenskapliga områden inom vilka viktiga nya framsteg publiceras antingen i artikelform eller som brev i Nature.,Sweedish
Wikipedia (svenskt uttal: [vɪkɪ'peːdɪa]) är en wiki och en mångspråkig webbaserad encyklopedi.,Sweedish
"Den har i huvudsak fritt och öppet innehåll som utvecklas av sina användare, ofta benämnda wikipedianer.",Sweedish
[2] Den består till stor del av referat av källor skrivna av experter.,Sweedish
"Wikipedia lanserades den 15 januari 2001 av Jimmy Wales och Larry Sanger, ursprungligen i en engelskspråkig version, och är det mest besökta uppslagsverket på internet.",Sweedish
Svenskspråkiga Wikipedia startades den 23 maj 2001.,Sweedish
Wikipedia är (2020) rankad som världens trettonde och Sveriges åttonde mest besökta webbplats enligt Alexa.,Sweedish
[1] Wikipedia drivs av den icke-vinstinriktade stiftelsen Wikimedia Foundation med stöd av privata donatorer.,Sweedish
"Projektet bygger på wikiprogramvaran Mediawiki, som är uteslutande fri och har öppen källkod.",Sweedish
"Wikipedia grundades 15 januari 2001 av internetentreprenören Jimmy Wales och filosofen Larry Sanger, båda knutna till Wales internetföretag Bomis.",Sweedish
"De hade under år 2000 försökt starta uppslagsverket Nupedia, vilket dock begränsades av strikta krav på skribenterna.",Sweedish
"[3] Genom att använda wikitekniken, det vill säga en sökbar webbplats där sidorna enkelt och snabbt kan redigeras av besökarna, lyckades man få igång skrivandet.",Sweedish
"Wikipedia var från början enbart engelskspråkigt, men 15 mars 2001 togs initiativet till flera språk.",Sweedish
"[4] Först ut var tyska,[5] tätt följt av katalanska och japanska.",Sweedish
Dessa tre var i gång före utgången av mars.,Sweedish
Den 11 maj 2001 lades ytterligare nio stora språk till.,Sweedish
[6] Före utgången av 2001 fanns Wikipedia på 18 språk.,Sweedish
"Engelskspråkiga Wikipedia har hela tiden varit störst och hade i december 2019 5,9 miljoner artiklar.",Sweedish
Den första redigeringen gjordes av Bomis kontorskonto den 15 januari 2001 klockan 20:27 på sidan HomePage som då var namnet på förstasidan.,Sweedish
"Klockan 20:52 skapades den första artikeln, WikiPedia, av samma användare.",Sweedish
"Namnet ""wikipedia"" myntades av Larry Sanger[7] och är en sammanslagning av wiki, som är hawaiiska och betyder snabb[8] och encyclopedia, från grekiskans enkyklios paideia, ordagrant ""rundad bildning"" eller ""kunskaper som formar en krets"", i betydelsen ""allmänbildning"".[9].",Sweedish
"Svenska var det andra mindre språket (efter katalanska) som fick en egen Wikipedia, och första redigeringen gjordes 23 maj 2001 av Linus Tolke.",Sweedish
[10] Den äldsta bevarade startsidan[11] för Svenskspråkiga Wikipedia är från 10 juli 2001.,Sweedish
Svenskspråkiga Wikipedia var dock i stort sett inaktiv till november 2002.,Sweedish
Wikipedia finns idag tillgänglig på 317[12] olika språk.,Sweedish
"269 språkversioner hade i september 2020 över ettusen artiklar, och 30 språk hade då fler än en miljon artiklar.",Sweedish
"[13] Den engelskspråkiga versionen är störst, idag med 6 238 145 artiklar, 998 856 599 redigeringar sedan start och 141 020 aktiva bidragsgivare under den senaste månaden.",Sweedish
"[12] Därefter följde i september 2020 de cebuanospråkiga, svenskspråkiga, tyska, franska och nederländska versionerna, ordnade i storlek efter antal riktiga artiklar.",Sweedish
"[13] Totalt innehåller Wikipedias olika språkversioner just nu 228 586 156 artiklar, och den svenskspråkiga versionen har 3 431 103 artiklar.",Sweedish
"[12][a] Svenskspråkiga Wikipedia innefattar emellertid en stor andel (3,1 miljoner eller 81 procent, noterat januari 2019[14]) robotskapade artiklar och var i september 2020 bara på fjortonde plats sett till antal redigeringar sedan start och på tjugonde plats sett till antal aktiva inloggade bidragsgivare under senaste månaden.",Sweedish
"[13] Även cebuanospråkiga Wikipedia innefattar en mycket stor andel (5,3 miljoner eller 99,6 procent) robotskapade artiklar.",Sweedish
"[14] De flesta robotskapade artiklar har skapats av svenska Lsjbot, och handlar om djur eller ortnamn.",Sweedish
"[15] Många studenter, journalister, författare, forskare, med flera yrkeskategorier, hämtar dagligen uppgifter från Wikipedia, där snabbheten är en stor fördel jämfört med att leta i litteratur och forskningsartiklar.",Sweedish
Sökmotorer som Google leder ofta till Wikipedia och driver webbtrafik till Wikipedia.,Sweedish
Wikipediaartiklar anses emellertid främst användbara för att hitta andra mer auktoritativa källor snarare än som informationskälla till egna publikationer.,Sweedish
"[16] En svensk undersökning visade 2019 att 83 procent av de svenska internetanvändarna använde Wikipedia, varav tio procent gjorde det varje dag.",Sweedish
Bland de som studerar använde 94 procent Wikipedia för att söka information.,Sweedish
[17] Samma undersökning visade 2018 att i åldersgruppen upp till 45 år använde 90 procent Wikipedia.,Sweedish
Det var fler män än kvinnor som använde Wikipedia varje vecka: 45 procent män och 33 procent kvinnor.,Sweedish
"[18][19] Det finns ämnesorienterade Wikipediasidor som exemplifierar hur Wikipedia kan användas av släktforskare, av lärare och av vandrare.",Sweedish
"Det är vanligt förekommande att lärare, i synnerhet på universitetsnivå, avråder studenter från att använda Wikipedia som källa och istället rekommenderar att man går till de mer auktoritativa källor som i sin tur anges i många Wikipediaartiklar, därför att studenten med sitt val av källor ska bevisa uppsatsens akademiska nivå och vetenskapliga aktualitet.",Sweedish
Även Wikipedia rekommenderar att man använder verket för att hitta källor hellre än att uppge Wikipedia som källa.,Sweedish
"Andra lärare accepterar enstaka hänvisningar till Wikipedia eller andra uppslagsverk, om andra källor inte kan hittas, under förutsättning att längre uppsatser och examensrapporter inte i sin helhet är baserade på detta, utan grundas på forskningspublikationer, akademiska läroböcker och på studentens egna undersökning.",Sweedish
Wikipedia förekommer i princip aldrig i källhänvisningar i forskningspublikationer.,Sweedish
"Det förekommer att artiklar på Wikipedia listas bland kurslitteraturen för högskolekurser, bland annat i Sverige 2007, då dock med varnande noter för användning med viss försiktighet.",Sweedish
"[20] Forskare kan få fler forskningsciteringar om begrepp som de har myntat och teorier som de har lanserat refereras på Wikipedia, enligt nedan.",Sweedish
Wikipediaartiklar har mycket varierande kvalitet.,Sweedish
"Wikipediaartiklars trovärdighet vilar mycket på dess källor och på att ett stort antal personer bevakar, granskar och bidrar till artiklarna, medan andra uppslagsverk vilar på att dess författare är experter som anses vara auktoriteter på sina områden.",Sweedish
"En Wikipediaartikels tillförlitlighet kan bedömas bland annat genom att studera artikelns historik, som framgår av forskningsresultat nedan.",Sweedish
"En Wikipediaartikel som stämmer in på följande påståenden har således sannolikt hög trovärdighet: Dessa kriterier gör att den engelska språkversionen av Wikipedia (som har flest skribenter, flest artiklar och i allmänhet längre artiklar förutom om svenska förhållanden) bör ha fler trovärdiga artiklar än den svenska.",Sweedish
Detta är också en vanlig uppfattning bland svenska läsare.,Sweedish
[21] Också vanliga kriterier för källkritik kan tillämpas på Wikipediaartiklar.,Sweedish
"Det är tillåtet att direkt kopiera stora delar av artiklarna eller enstaka bilder till en egen publikation, förutsatt att man publicerar den under samma licens som Wikipedia, CC BY-SA (en bild kan ligga under annan öppen licens), och anger källa till artikeln så som licensen kräver.",Sweedish
"Publicerar man inte under fri licens krävs att man kommer överens med upphovspersonerna, exempelvis med en fotograf, om ersättning.",Sweedish
Referat av och korta citat från Wikipedia är tillåtna enligt citaträtten som från vilken som helst annan källa.,Sweedish
"Eftersom Wikipedia bygger på tidskriftsartiklar, forskningspublikationer och böcker finns risk för rundgång av felaktiga uppgifter, om professionella författare och skribenter slarvar med att uppge källa då de hämtar uppgifter från Wikipedia.",Sweedish
"Källhänvisning till Wikipedia måste vara tillräckligt exakt, så att läsare själv kan hitta artikeln och se artikelns författare i artikelhistoriken.",Sweedish
"Accessdatum är viktigt, eftersom Wikipediaartiklar förändras.",Sweedish
Källförteckningens källbeskrivning kan exempelvis utformas enligt följande om man använder Harvardsystemet som referenssystem:[22] Vid IEEE- och Vancouversystemet kan källbeskrivning formateras enligt följande (om källan är nummer 2 i källförteckningen): Enligt Oxfordsystemet kan samma källbeskrivning utformas: Alla versioner av sidorna på Wikipedia sparas.,Sweedish
Därmed är det möjligt att länka till just den version av en artikel man använt.,Sweedish
En länk till arkivversionen tillhandahålls i artiklarnas vänstermarginal.,Sweedish
Den funktionsprincip som ligger till grund för projektet kallas wiki (hawaiiska för snabbt).,Sweedish
"Wikiprincipen avser att det går snabbt att hitta artiklar, att det är enkelt att ändra och länka samman artiklar, att publiceringen inte fördröjs av redaktionell granskning och godkännande samt att det går snabbt att återställa ändringar till en tidigare version av artikeln.",Sweedish
"En wiki är en webbserver och databasserver som möjliggör för ett stort antal människor att tillsammans redigera webbsidor via webbgränssnitt, och innefattar funktioner för artikelhistorik och versionshantering.",Sweedish
En wiki har således stora likheter med ett webbpubliceringssystem.,Sweedish
"Viktiga skillnader är att i en wiki lagras sidorna i en icke-hierarkisk struktur, vilket underlättar sökning och länkning, samt att wikier traditionellt har saknat funktioner för att hantera linjeorganisationens arbetsflöden och beslutsgång för godkännande av publicering.",Sweedish
Wikipedia använder sig av den fria wikiprogramvaran MediaWiki som är licensierad under GNU General Public License (GPL).,Sweedish
"Från början använde Wikipedia en annan wikiprogramvara, UseModWiki, som också är licensierad under GPL.",Sweedish
"Serverklustren finns (sedan januari 2013) i delstaten Virginia och har även speglade data i casheservrar i datacenter i Amsterdam som bland annat betjänar Europa, i Singapore för Asien samt i San Francisco och Texas för Amerika.",Sweedish
"Tillsammans konsumerar de 2 GWh energi per år (år 2016), vilket motsvarar 700 tyska hushålls årsförbrukning.",Sweedish
"[23] Wikipedias webbsidor kan delas in i ett antal typer eller namnrymder, där de vanligaste är: För var och en av dessa sidor finns dessutom en diskussionssida, där främst sidans utformning (men inte dess ämne) diskuteras.",Sweedish
"Varje sida har en versionshistorik, där man ser vilken användaridentitet som har ändrat vad och när på sidan.",Sweedish
"Wikipedias artiklar redigeras vanligen genom att man använder wikikod (wikitext), som är ett kompakt märkspråk.",Sweedish
För nybörjare och andra som inte vill eller kan använda märkspråk finns sedan sommaren 2013 ett alternativt och enklare redigeringsgränssnitt – VisualEditor.,Sweedish
"[24] VisualEditor nås genom att välja fliken Redigera ovanför artikeln, medan wikikoden redigeras genom att välja Redigera wikitext.",Sweedish
"Båda metoderna kan användas för att wikifiera artikeln, det vill säga för att infoga länkar till andra artiklar, fotnoter, kategorier, bilder, rubriker, tabeller och annan typografisk formatering.",Sweedish
"Wikikod används även för att skapa mallar med innehåll som kan återanvändas i flera olika artiklar, och vars utformning kan anpassas med hjälp av olika parametrar.",Sweedish
"Mer komplicerad kodning av artiklar och mallar kan även göras i märkspråken html (för avancerad layout) och TeX (för matematiska formler och notskrift) samt programspråket Lua (för att skapa programmoduler som kan användas i avancerade mallar, och som körs på Mediawikiservern).",Sweedish
"Inloggade användare kan anpassa sitt användargränssnitt genom att välja mellan olika skal (stilmallar), och genom att aktivera olika finesser (program skrivna i språket Javascript).",Sweedish
Finesser lagras på Mediawikiservern men körs lokalt i användarens webbläsare.,Sweedish
Mediawikiprogramvaran är skriven i PHP.,Sweedish
"Bilder och andra mediafiler lagras i allmänhet i filarkivet Wikimedia Commons, som är gemensam för alla Wikimedia-projekten, och kan användas också av utomstående.",Sweedish
"En del projekt, såsom finsk- och engelskspråkiga Wikipedia, har dessutom egna filer som inte kan användas i andra projekt; medan innehåll på Commons förutsätts vara fritt, tillåts i dessa projekt även proprietär media på basen av fair use (återgivningsrätt).",Sweedish
Länkar mellan språkversionerna (språklänkar eller interwikilänkar) lagras sedan 2013 centralt på databasen Wikidata istället för att läggas in med wikikod i varje språkversion av varje artikel.,Sweedish
"På Wikidata kan även siffror, namn och annan kvantitativ data (motsats till löpande text) lagras gemensamt för alla språkversioner.",Sweedish
Data som är gemensamma för många språkversioner behöver på så sätt bara uppdateras på ett ställe.,Sweedish
Data från wikidata länkas automatiskt in i allt fler av Wikipedias faktarutor.,Sweedish
"Visionen är att även listor, tabeller, diagram och kartor ska kunna skapas automatiskt för olika språk, något som emellertid kräver komplicerad programmering i sökverktyg som SPARQL(en)[25] och Quarry[26].",Sweedish
"Ett enklare alternativ kan vara att lagra en tabelldatafil, exempelvis från ett kalkylark, på en sida i Wikimedia Commons datanamnrymd, vilket underlättar automatiskt skapande av diagram och kartor på olika språk.",Sweedish
[27][28][29] Wikidata är dessutom utformad för att vara en del av den semantiska webben.,Sweedish
"Syftet är att underlätta för maskiner (exempelvis kalkylprogram, artificiell intelligens och bottar) att söka, tolka, analysera, visualisera och uppdatera data i Wikidata.",Sweedish
"Wikidata lagrar därför data på ett strukturerat sätt, tillsammans med semantisk information som beskriver datats betydelse och relationer (Exempel: Stockholm -> är en instans av -> huvudstad, Stockholm -> tillhör den administrativa enheten -> Stockholms län, Stockholm -> grundades -> 1187).",Sweedish
"[30] Wikipedias ursprungliga användargränssnitt kallas dess stationära vy och är utformat för webbläsare på persondatorer, exempelvis stationära datorer, med relativt stora skärmar.",Sweedish
Idag kan Wikipediasidor även läsas och redigeras från handhållna enheter såsom mobiltelefoner.,Sweedish
Redan 2004 möjliggjorde Wapediatjänsten tillgång från mobiltelefoner via så kallade WAP-sidor (webbliknande teknik avsedd för mobiltelefoner med piltangenter och små skärmar).,Sweedish
År 2006[31] och 2007 lanserades mobilanpassade Wikipedia-webbgränssnitt[32] avsedda för mobila plattformar med enkla webbläsare.,Sweedish
"År 2009 öppnades en nyare version som idag är den officiella mobila vyn,[33] avsedd för smartmobiler såsom Symbian-telefoner, iPhone-enheter och Android-enheter.",Sweedish
[34] Engelskspråkiga Wikipedias mobila vy har adressen en.m.wikipedia.org och svenskspråkiga mobila vyn sv.m.wikipedia.org.,Sweedish
Även ett antal mobila appar för ändamålet finns.,Sweedish
"Den mobila webbvyn accessas mer ofta än den stationära vyn, för svenskspråkiga Wikipedia sedan slutet av 2015, särskilt under semestermånader, och skillnaden växer.",Sweedish
[35][36] Mobila Wikipediaappar används bara för en bråkdel av accesserna.,Sweedish
"[37] Wikipedia är även tillgängligt via spelkonsoler som Playstation 3, Nintendo Wii och Xbox 360.",Sweedish
"Där kan man ladda ner databasdumpar av åtminstone engelskspråkiga Wikipedia, men det är då den vanliga webbversionen av uppslagsverket och ingen speciellt utvecklad version.",Sweedish
Wikipedia är i regel fritt tillgänglig i alla delar av världen där man har fri tillgång till internet.,Sweedish
"Wikipedia censurerar inte sig själv från provocerande eller stötande material, men modereras genom konsensusbeslut baserat på sin egen raderingspolicy.",Sweedish
"Dock är stiftelsen Wikimedia Foundation skyldiga att efter en tid radera innehåll som bryter mot amerikansk lag, eftersom servrarna är placerade där, nämligen upphovsrättsbrott, förtal, avslöjande av personuppgifter och brott mot barnskyddslagstiftning.",Sweedish
"Till skillnad från nätcommunities som har sina servrar i Sverige är Wikipedia egentligen inte skyldig att följa lagen om elektronisk kommunikation, men dess amerikanska motsvarigheter.",Sweedish
"Stiftelsens svenska avdelning arbetar emellertid även med europeisk lagstiftning, exempelvis dataskyddsförordningen[38] Wikipedia påverkas sannolikt inte direkt av upphovsrättsdirektivet.",Sweedish
[39] I likhet med andra sociala medier saknar Wikipedia ansvarig utgivare  och utgivningsbevis i Sverige.,Sweedish
"Wikipedias ocensurerade innehåll, och att uppslagsverket inte behöver följa andra länders lagar än USA:s, har anförts som skäl när det blivit utsatt för restriktioner och blockeringar i vissa länder.",Sweedish
"Detta har främst skett i länder med internetcensur och inskränkningar i yttrande- och tryckfriheten, på senare tid i Folkrepubliken Kina (""Kinesiska brandväggen"" bland annat sedan 23 april 2019) och Turkiet (från april 2017 till januari 2020 som skylldes på skriverier om Turkiets inblandning i Syriska inbördeskriget[40]).",Sweedish
I Nordkorea begränsas allmänhetens tillgång till utländska internetsajter.,Sweedish
"Tillfällig total blockering av vissa eller alla språkversioner av Wikipedia har skett i Venezuela (i januari 2019), Uzbekistan (2007, 2008, 2012, 2016), Pakistan (2006 och 2010 på grund av hädelse), Syrien (2008–2009), Saudiarabien (2006),[41] och Tunisien (2006).",Sweedish
"Innan 2016 filtrerades vissa Wikipediasidor i Ryssland (om självmord och droger), Saudiarabien[42], Iran och Thailand.",Sweedish
"Efter att Wikipedia gick över helt till https-kryptering blev det tekniskt mycket svårt för internetleverantörer att filtrera specifika sidor, och dessa länder hävde då filtreringen.",Sweedish
Krypteringen gör det dessutom mycket svårt att övervaka vem som läser vilken Wikipediaartikel.,Sweedish
"Även i länder med hög grad av yttrandefrihet har censur och filtrering skett, såsom i Frankrike (inrikesdepartementets säkerhetstjänst försökte 2013 att censurera en artikel om en militär radiostation[43]) och i Storbritannien (en artikel som innehöll en bild som kategoriserades som barnpornografi av organisationen Internet Watch Foundation blockerades av många internetleverantörer 2008).",Sweedish
Lagförslag i Italien[44] om förhandsgranskning av materialet på Wikipedia ledde till stor uppmärksamhet och förslaget drogs tillbaka.,Sweedish
Wikipedia kan redigeras av vem som helst.,Sweedish
Detta gör att encyklopedin är beroende av ett stort antal välmenande skribenter som på frivillig basis håller efter den lilla grupp av skribenter som på olika sätt ställer till problem.,Sweedish
Det sätt genom vilket materialet på Wikipedia skapas leder även till problem då felaktig och vinklad information kan läggas till.,Sweedish
Grundtanken är dock att de flesta användare är intresserade av att bevara och skydda Wikipedia och att dessa därför snabbt kommer att återställa efter klotter och bidrag som inte anses hålla tillräckligt hög standard.,Sweedish
Arbetssättet bygger även på idén att samarbete och diskussion mellan alla användare leder till att gruppen i helhet utvecklas och att konsensus om vad som räknas som neutralt kan uppnås även i svårare frågor.,Sweedish
Grundtankarna går alltså tvärt emot idén om att publiceringen av kunskap bör begränsas till en liten grupp utvalda och speciellt kunniga personer som producerar material i en hierarkisk arbetsdelning.,Sweedish
"En del användare har användarbefogenheter som ger dem tillträde till särskilda verktyg som underlättar arbetet mot klotter, vandalisering och konflikter.",Sweedish
"Exempelvis väljs vissa användare till administratörer, som tillfälligt eller tillsvidare kan blockera användare som inte respekterar riktlinjer och konsensusbeslut.",Sweedish
"Administratörerna kan också hindra anonyma användare, eller icke-administratörer, från redigering av sidor som ofta är föremål för attacker eller konflikter.",Sweedish
"Gemenskapen poängterar att administratörerna inte skall tillmätas större auktoritet i sak, utan endast stödja själva processen.",Sweedish
"Flera stora Wikipediaversioner, dock ej den svenska, har infört moderering genom funktionen flagged revisions, alltså att ändringar som görs av nya eller icke inloggade användare inte visas omedelbart för icke inloggade besökare utan fördröjs tills någon tillförlitlig etablerad användare har granskat och godkänt dem.",Sweedish
[45] Innehållet i Wikipedia omfattas av juridiska skäl av lagstiftningen (särskilt lagen om upphovsrätt) i Virginia där Wikipedias servrar[b] numera befinner sig.,Sweedish
"Utöver detta är Wikipedias redaktionella principer sammanfattade i de så kallade ""fem pelarna"", och många policyer och riktlinjer syftar till att utforma innehållet på lämpligt sätt.",Sweedish
"Även dessa regler finns lagrade i wiki-form, och Wikipedia-skribenter kan skriva och revidera dessa policyer och riktlinjer.",Sweedish
"[47] Dessa riktlinjer och policyer tillämpas genom att Wikipedia-skribenterna kan ta bort, märka eller ändra artikelmaterial som inte uppfyller dem.",Sweedish
De regler som de icke-engelska utgåvorna av Wikipedia har baseras ofta på en översättning av reglerna på den engelskspråkiga Wikipedia och skrivs i Sverige utifrån lokala svenskspråkiga diskussioner.,Sweedish
Wikipedia är också en internetgemenskap.,Sweedish
"Som sådan har den utvecklat en egen kultur och egna traditioner, och de sammanfattas i fem grundprinciper: De olika språkversionerna av Wikipedia fungerar som stora internetbaserade grupparbeten, med målet att skapa en encyklopedi.",Sweedish
"Kontakter och diskussioner mellan medlemmarna i grupparbetet sker i regel i samma gränssnitt, via artiklarnas eller användarnas diskussionssidor eller genom de olika deltagarportalerna.",Sweedish
"Förutom samarbetet och diskussioner online, arrangeras olika sorters fysiska träffar mellan Wikipediaanvändare.",Sweedish
"I USA finns exempelvis Great American Wiknic, en årlig Wikipediaträff som under sommaren anordnas i flera amerikanska städer.",Sweedish
"[48] Ibland samlas Wikipediaanvändare lokalt till olika specialevenemang med syftet att bidra till projektet, exempelvis genom att ägna en dag åt fotografering av ett område (""fotosafari"") eller för att redigera tillsammans på en skrivstuga.",Sweedish
"Skrivstugor har ofta specifika teman, där Wikipediaartiklar om kvinnor är ett särskilt vanligt tema.",Sweedish
Lokalt anordnas ofta mindre och informella träffar på exempelvis något café eller pub.,Sweedish
På svenskspråkiga Wikipedia kallas dessa möten Wikifika eller Wikipub.,Sweedish
"Wikipedias trovärdighet, både jämfört med andra uppslagsverk och andra specialiserade källor, kan analyseras på olika sätt, bland annat genom blindtester av experter, genom statistik, genom analys av historiska mönster och genom att analysera styrkor och svagheter i wikimodellen.",Sweedish
"På Wikipedia finns ingen redaktion utan allt arbete utförs av mestadels anonyma frivilliga, vilket kan förväntas påverka tillförlitligheten negativt.",Sweedish
Å andra sidan finns det fler som kan rätta felen.,Sweedish
År 2014 mätte forskare vid Harvard Business School hur politiskt vinklat språket är (andelen ideologiskt laddade formuleringar) i 70 000 engelskspråkiga Wikipediaartiklar om politik.,Sweedish
"De mätte också artiklarnas neutralitet i form av balansen mellan antal formuleringar som är vanliga bland USA:s demokrater (exempelvis “poor people”, “tax breaks” och “change the rules”) respektive konservativa (“illegal aliens”, “death tax” och “border security”).",Sweedish
"De utvärderade även motsvarande artiklar i det traditionella uppslagsverket Encyclopedia Britannica, i syfte att jämföra neutraliteten av kollektivt författad information med expertgenererat material.",Sweedish
"[49] Artikelhistoriken visade att Wikipediaartiklar i ett tidigt skede ofta har ett vinklat språk, och kan växla mellan i huvudsak vänster- och högervinkling under tidens gång, men de artiklar som har redigerats flest gånger (tusentals gånger) har försumbara skillnader i vinkling och neutralitet jämfört med Encyclopedia Britannicas motsvarande artiklar, och är dessutom mer fördjupade.",Sweedish
Bidragsgivare till Wikipedias politikartiklar som har formulerat sig radikalt tenderar att förändra sitt sätt att skriva så att deras bidrag efter några år innehåller märkbart färre ideologiskt laddade formuleringar.,Sweedish
Emellertid är antal redigeringar av en Wikipediaartikel endast svagt korrelerat med antal läsare av artikeln – många populära artiklar är nya och har omarbetats få gånger.,Sweedish
"Detta gör att ur läsarens synvinkel är fortfarande engelskspråkiga Wikipedias politikartiklar mer vinklade än Encyclopedia Britannicas artiklar, något oftare mot vänster än höger, men att balansen är olika för olika ämnesområden.",Sweedish
"[49] Wikipedia bedöms dock vara betydligt mer neutral än kollektivt och användargenererat material i allmänhet på Internet (bloggar, sociala nätverk, diskussionsforum, kommentarsfält och andra wikier), sannolikt därför att de senare skrivs av mindre communities än Wikipedia och har färre innehållsstyrande policyer.",Sweedish
Därför är dessa avsevärt mer känsliga för starka uppfattningar och kontroversiella påståenden som framförs av dominerande bidragsgivare.,Sweedish
"[49] Wikipedias diskussionsforum karaktäriseras, trots redigeringskrig och kritik för pedanteri och sexism, tvärtom av sansade diskussioner mellan meningsmotståndare som hittar gemensam konsensus, och även vid djupt kontroversiella ämnen.",Sweedish
Med hänvisning till denna forskning har debattörer därför beskrivit Wikipedia som en möjlig lösning på internets största problem med osaklig polarisering och desinformation.,Sweedish
[50] Då Wikipedia är öppet för gemensam redigering och kan redigeras anonymt bedöms Wikipedias trovärdighet ofta efter hur fort felaktig eller missvisande information som avsiktligen har lagts in raderas.,Sweedish
"På engelskspråkiga Wikipedia gjordes en undersökning 2007 som visade att ca fem procent av det som skrivs på Wikipedia är klotter men att det har tagits bort inom en mediantid på 14 minuter, men i enstaka fall kan ligga kvar i flera år utan att upptäckas.",Sweedish
"Risken att den artikelversion man läser innehåller klotter beräknades till cirka 0,004 procent.",Sweedish
[51] En undersökning som publicerades 2005 i tidskriften Nature visar att när det gäller artiklar om vetenskapliga ämnen var engelskspråkiga Wikipedia nästan lika korrekt som Encyclopædia Britannica.,Sweedish
Wikipedia hade också ungefär samma antal allvarliga fel i artiklarna.,Sweedish
[52][53] Uppgifterna har ifrågasatts av Encyclopædia Britannica.,Sweedish
[54] I en jämförelse utförd av Svenska Dagbladet 2006 där nio experter granskade varsin av nio artiklar mellan Nationalencyklopedin och svenskspråkiga Wikipedia var Nationalencyklopedin bäst i sex fall och Wikipedia var bäst i tre fall.,Sweedish
"[55] Statens medieråd skrev (i en icke daterad artikel tillgänglig 2015) att ""De stickprov som gjorts visar dock på små skillnader.",Sweedish
Där NE vinner i tillförlitlighet vinner Wikipedia i aktualitet.,Sweedish
Man ska dock tänka på att vissa texter på Wikipedia bara är påbörjade medan andra kan vara betydligt mer utvecklade än innehållet i NE.,Sweedish
"""[56] Ungefär ett år senare togs formuleringen om tillförlitlighet och aktualitet bort i en senare version av artikeln.",Sweedish
[57] Den 24 oktober 2005 publicerade brittiska The Guardian en artikel med titeln ”Can you trust Wikipedia?” ('Kan man lita på Wikipedia?'),Sweedish
där en panel av experter ombads granska sju artiklar som berörde deras specialområden och betygsätta artiklarna med 0-10 poäng.,Sweedish
"Alla artiklarna fick mellan 0 och 8 poäng, men de flesta fick mellan 5 och 8 poäng.",Sweedish
